Lat,Lon,Site Name,Country,VIDA_ID,Province,District,Ratio of built-up area,Number of buildings,Number of large buildings,Number of medium buildings,Number of small buildings,Number of very small structures,Population sum,Population estimate,Customer density,Distance to the road [km],Distance to nearest hub [km],Nearest regional hub,Distance to railway [km],Healthcare facilities,Education facilities,Average relative wealth index,Total points of interest,Top five dominant crops,Total crop value [$/year],Total crop yield [kg/ha],Total crop value per hectare [$/ha],Percentage of nightlight overlap [%],Has nightlight?,Distance to the nightlight [km],Distance to nearest hydropower source [km],Distance to nearest transformer [km],Distance to nearest substation [km],Distance to nearest HV lines [km],Distance to nearest MV lines [km],Potential number of connections,Estimated energy demand [kWh/day],Average demand per connection [kWh/day],Length of minimum spanning tree [km],Total cost for minimum spanning tree [$],Potential PV production [kWh/kWp],Distance to nearest solar mill [Km],Distance to nearest mini-grid site [Km],Mini-grid site status,"Fatalities within 50 km (battles,riots,violence against civilians,explosions)","Fatalities within 25 km (battles,riots,violence against civilians,explosions)",Total number of incidents within 25km,Security risk,Travelhours,GHI,geometry,mg_id,avg_diesel_price,MG_diesel_cost,VIDA_Conn_All,VIDA_Pot_Con,PUoE,SME,ResC,ResB,ResA,hybrids,HGM_lcoe,HMG_Inv,HMG_GenOpex,HMG_GenOpex_y,HMG_SGnAOpex,HMG_SGnAOpex_y,HMG_npv_cost,HMG_cap,HMG_ren_cap,HMG_dl_cap,HMG_ren_share,HMG_bat_size,HMG_fuel_usage,Est_dem_kWh_year,No_of_poles,Poles_CAPEX,Cable_CAPEX,Dist_CAPEX,TdxLC,PSLC,Transp_of_mat,LogInstCAPEX,Conn_CAPEX,Tot_CAPEX,ResAConskWh_y,ResBConskWh_y,ResCConskWh_y,ResSMEConskWh_y,ResPUoEConskWh_y,ResARev_y,ResBRev_y,ResCRev_y,ResSMERev_y,ResPUoERev_y,ResARev_y2,ResBRev_y2,ResCRev_y2,ResSMERev_y2,ResPUoERev_y2,gen_opex_y2,sgna_opex_y2,TotalRev2,TotalOpex2,CAPEX_GAP2,CAPEX_subsidy2,Total_subsidy2,ResARev_y5,ResBRev_y5,ResCRev_y5,ResSMERev_y5,ResPUoERev_y5,gen_opex_y5,sgna_opex_y5,TotalRev5,TotalOpex5,CAPEX_GAP5,CAPEX_subsidy5,Total_subsidy5,ResARev_y7,ResBRev_y7,ResCRev_y7,ResSMERev_y7,ResPUoERev_y7,gen_opex_y7,sgna_opex_y7,TotalRev7,TotalOpex7,CAPEX_GAP7,CAPEX_subsidy7,Total_subsidy7
-14.04331386,32.80792763,,Zambia,10684,Eastern,Vubwi,0.07,139,0,0,139,24,286,283,0.07,0,48.708,Chipata,33.936,0,0,-0.48,0,"maize, sunflower, soybean, groundnut, cotton",486919,19262,338,0,No,3.416,0.333,5.93,45.008,50.829,5.929,139,30.163,0.217,2.292,59853.4,4.33,2.72,2.14,Reserved,"0,0,0,0","0,0,0,0",0,low,1.599095014,1942.346292,POINT (32.8079276295936 -14.043313861118),414,1,1.045479118,163,115,0,10,10,42,53,"[0.8822, 35322.49, 880.79, 176.37, 16611.24, 2070.0, 52892.11, 7.39, 7.27, 0.121, 0.997, 23.38, 9.25, 8534.99]",0.8822,35322.49,880.79,176.37,16611.24,2070,52892.11,7.39,7.27,0.121,0.997,23.38,9.25,8534.99,57,16085.4,4584,20669.4,3420,739,3105,7264,19895,83150.89,1528.254981,2866.710015,1686.300004,2453.727521,0,2215.969722,3354.050718,1112.958002,1594.922889,0,4558.249718,6899.282327,2289.354611,3280.756383,0,362.79309,4257.99,17027.64304,4620.78309,66123.24696,574.9847562,615.1654787,11744.63953,17776.46881,5898.677413,8453.091311,0,934.761,10971,43872.87706,11905.761,39278.01294,341.5479386,445.0762952,16777.10677,25393.51799,8426.205037,12075.16119,0,1335.29727,15671.97,62671.99098,17007.26727,20478.89902,178.0773828,325.9666634
-9.916382913,32.11568856,,Zambia,432,Northern,Mungwi,0.02,139,0,0,139,85,416,283,0.02,8.228,71.653,Chinsali,32.435,0,0,-0.46,0,"cassava, maize, groundnut, rice, other_pulses",121016,19411,408,0,No,28.003,0,54.311,63.69,50.17,54.311,139,30.163,0.217,3.551,74338.7,4.49,12.5,36.83,Reserved,"0,0,0,0","0,0,0,0",0,low,1.463244977,2028.20368,POINT (32.1156885621329 -9.9163829127206),415,1,1.04161547,224,157,0,13,13,57,74,"[0.8837, 46561.72, 1166.03, 235.5, 22677.95, 2826.0, 70807.05, 9.39, 8.9, 0.486, 0.987, 31.25, 48.02, 11406.36]",0.8837,46561.72,1166.03,235.5,22677.95,2826,70807.05,9.39,8.9,0.486,0.987,31.25,48.02,11406.36,89,25115.8,7102,32217.8,5340,939,4239,10518,27161,116458.52,2133.789973,3890.535021,2192.190005,3189.845778,0,3093.995461,4551.925974,1446.845403,2073.399756,0,6364.348663,9363.311729,2976.160994,4264.983297,0,484.4235,5813.082,22968.80468,6297.5055,93489.71532,595.4758937,635.5873937,16398.17594,24125.20766,7668.280637,10989.0187,0,1248.15,14977.8,59180.68295,16225.95,57277.83705,364.8269876,468.1769876,23424.63963,34462.63155,10954.06655,15697.70955,0,1782.9705,21395.646,84539.04728,23178.6165,31919.47272,203.3087434,350.9432434
-9.690112322,33.14462272,,Zambia,4478,Muchinga,Isoka,0.03,168,3,1,164,33,288,342,0.03,0,58.677,Nakonde,55.879,1,0,-0.39,1,"maize, groundnut, cassava, tropical_fruit, sugarcane",225087,24074,446,0,No,30.126,0.105,171.567,58.457,44.341,171.567,168,39.538,0.235,3.894,85268.2,4.58,29.6,68.54,Reserved,"0,0,0,0","0,0,0,0",0,low,3.078494283,2058.140358,POINT (33.1446227183115 -9.690112322173899),416,1,1.087554025,201,141,0,12,12,51,66,"[0.8779, 42202.5, 1020.65, 213.88, 20366.82, 2538.0, 63843.69, 8.38, 8.08, 0.294, 0.991, 28.36, 29.07, 10352.15]",0.8779,42202.5,1020.65,213.88,20366.82,2538,63843.69,8.38,8.08,0.294,0.991,28.36,29.07,10352.15,97,27373.4,7788,35161.4,5820,838,3807,10465,24393,112221.9,1903.109976,3481.005019,2023.560004,2944.473026,0,2759.509465,4072.775872,1335.549603,1913.907467,0,5676.31097,8377.699968,2747.225533,3936.907659,0,439.95116,5220.666,20738.14413,5660.61716,91483.75587,648.8209636,688.9671846,14625.40017,21585.71212,7078.412896,10143.70957,0,1133.564,13451.4,53433.23476,14584.964,58788.66524,416.9408883,520.3803493,20892.24616,30834.98613,10111.44604,14490.19343,0,1619.28548,19215.198,76328.87176,20834.48348,35893.02824,254.560484,402.3227781
-15.04007623,24.05376346,Lububa Village,Zambia,3099,Western,Kaoma,0.02,278,3,3,272,121,571,566,0.02,0,86.884,Kaoma,235.583,0,1,-0.32,1,"maize, cassava, tobacco, groundnut, rice",86338,21742,492,0,No,26.806,0.101,43.778,41.811,0,41.857,278,64.274,0.231,7.088,148510.8,4.64,69.09,67.36,Reserved,"0,0,0,0","0,0,0,0",0,low,1.076473323,2066.995117,POINT (24.0537634593367 -15.040076233672),417,1,1.030615478,399,280,0,23,23,101,133,"[0.8818, 82545.17, 1995.26, 418.11, 40444.75, 5040.0, 125441.21, 16.38, 15.8, 0.575, 0.992, 55.48, 55.14, 20250.87]",0.8818,82545.17,1995.26,418.11,40444.75,5040,125441.21,16.38,15.8,0.575,0.992,55.48,55.14,20250.87,177,49949.4,14176,64125.4,10620,1638,7560,19818,48440,214928.57,3835.054952,6893.755037,3878.490009,5643.573299,0,5560.82968,8065.693393,2559.803406,3668.322645,0,11438.62665,16591.13131,5265.515605,7545.73968,0,860.05227,10367.28,40841.01325,11227.33227,174087.5568,621.7412741,661.8388894,29472.3973,42748.17498,13566.95805,19442.11002,0,2215.983,26712,105229.6404,28927.983,109698.9296,391.7818916,495.0961166,42101.0415,61065.36468,19380.27158,27772.87074,0,3165.51081,38157.84,150319.5485,41323.35081,64609.02149,230.7465053,378.3299011
-11.29427375,29.56764654,,Zambia,20227,Luapula,Mansa,0.03,638,1,7,630,146,1044,1299,0.03,0,76.122,Mansa,170.982,0,0,-0.25,0,"cassava, groundnut, maize, tropical_fruit, sweet_potato",121374,26047,811,0,No,2.06,1.13,3.206,6.196,78.253,3.206,638,142.36,0.223,15.978,337503,4.74,4.3,6.36,Operational (no license),"0,0,0,0","0,0,0,0",0,low,0.434189874,2108.528515,POINT (29.5676465376435 -11.2942737513304),421,1,1.012348592,784,549,2,44,44,197,262,"[0.7869, 174060.62, 4915.75, 816.76, 79300.6, 9882.0, 258276.96, 42.1, 42.1, 0.0, 1.0, 128.01, 0.0, 46725.18]",0.7869,174060.62,4915.75,816.76,79300.6,9882,258276.96,42.1,42.1,0,1,128.01,0,46725.18,399,112597.8,31956,144553.8,23940,4210,14823,42973,94977,456564.42,7554.769904,13446.23507,7419.720016,10796.40109,7508.05,10954.41636,15732.09503,4897.015211,7017.660711,1801.932,22533.23446,32360.91949,10073.16029,14435.32808,3706.574124,1680.07532,20327.274,83109.21644,22007.34932,373455.2036,680.2462724,720.3325189,58058.40672,83380.10368,25954.18062,37193.60177,9550.2396,4328.828,52374.6,214136.5324,56703.428,242427.8876,441.5808518,544.8657844,82935.88627,119107.6915,37075.30216,53130.70925,13642.42717,6183.68996,74816.622,305892.0164,81000.31196,150672.4036,274.4488227,421.9903745
-12.25525998,33.17050783,,Zambia,13614,Eastern,Lundazi,0.04,144,1,0,143,27,217,293,0.04,0,5.002,Lundazi,169.155,0,0,-0.66,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,0.981,0.748,1.145,3.931,168.272,1.071,144,32.131,0.223,2.728,66073.6,4.38,0.49,23.01,Construction license,"0,0,0,0","0,0,0,0",0,low,0.037878426,1970.125359,POINT (33.170507831247 -12.2552599812912),422,1,1.001077283,171,120,0,10,10,44,56,"[0.8833, 35749.8, 895.16, 180.79, 17333.46, 2160.0, 54340.26, 7.21, 6.83, 0.373, 0.984, 23.99, 45.04, 8758.01]",0.8833,35749.8,895.16,180.79,17333.46,2160,54340.26,7.21,6.83,0.373,0.984,23.99,45.04,8758.01,68,19189.6,5456,24645.6,4080,721,3240,8041,20760,89196.4,1614.75998,3003.220016,1686.300004,2453.727521,0,2341.40197,3513.767419,1112.958002,1594.922889,0,4816.263853,7227.819581,2289.354611,3280.756383,0,371.88503,4443.12,17614.19443,4815.00503,71582.20557,596.5183798,636.6434217,12409.43044,18622.96732,5898.677413,8453.091311,0,958.187,11448,45384.16649,12406.187,43812.23351,365.1019459,468.4868376,17726.75432,26602.73313,8426.205037,12075.16119,0,1368.76109,16353.36,64830.85368,17722.12109,24365.54632,203.0462194,350.7305618
-13.23021636,24.55533699,,Zambia,21983,North-Western,Mufumbwe,0.02,107,0,0,107,12,189,218,0.02,0,144.477,Kasempa,341.247,0,0,-0.59,0,"maize, groundnut, cassava, sorghum, tropical_fruit",38248,21405,327,0,No,15.51,0.008,141.151,54.801,0.17,141.151,107,23.219,0.217,2.597,55652.9,4.51,0.45,31.79,Reserved,"0,0,0,0","0,0,0,0",0,low,2.179909152,2017.204073,POINT (24.5553369934764 -13.2302163594301),423,1,1.061997783,119,84,0,7,7,31,39,"[0.8824, 25056.07, 627.3, 126.69, 12133.42, 1512.0, 38048.61, 5.05, 4.79, 0.261, 0.986, 16.82, 27.2, 6138.49]",0.8824,25056.07,627.3,126.69,12133.42,1512,38048.61,5.05,4.79,0.261,0.986,16.82,27.2,6138.49,65,18343,5194,23537,3900,505,2268,6673,14532,69798.07,1124.564986,2115.905011,1180.410003,1717.609265,0,1630.619229,2475.608863,779.0706017,1116.446022,0,3354.183755,5092.327432,1602.548228,2296.529468,0,260.60133,3110.184,12345.58888,3370.78533,57452.48112,683.9581085,724.0865053,8642.281916,13120.72698,4129.074189,5917.163918,0,671.457,8013.6,31809.247,8685.057,37988.823,452.2478929,555.6414286,12345.41819,18742.8347,5898.343526,8452.612835,0,959.16999,11447.352,45439.20925,12406.52199,24358.86075,289.9864375,437.6831279
-10.62059547,28.96347397,,Zambia,14892,Luapula,Chipili,0.03,107,0,0,107,22,183,218,0.03,0,65.686,Mansa,213.767,0,0,-0.25,0,"cassava, maize, groundnut, tropical_fruit, other_pulses",158868,27396,527,0,No,8.668,0.628,18.314,19.66,13.232,18.314,107,23.219,0.217,2.627,55999.9,4.48,31.84,22.78,Reserved,"0,0,0,0","0,0,0,0",0,low,1.12398494,2009.469198,POINT (28.9634739651138 -10.6205954727559),425,1,1.031966733,129,91,0,8,8,33,42,"[0.8771, 27665.64, 693.53, 140.07, 13144.54, 1638.0, 41748.84, 5.58, 5.29, 0.289, 0.987, 18.56, 29.6, 6775.51]",0.8771,27665.64,693.53,140.07,13144.54,1638,41748.84,5.58,5.29,0.289,0.987,18.56,29.6,6775.51,66,18625.2,5254,23879.2,3960,558,2457,6975,15743,74262.84,1211.069985,2252.415012,1349.040003,1962.982017,0,1756.051478,2635.325564,890.366402,1275.938311,0,3612.19789,5420.864685,1831.483689,2624.605106,0,288.12399,3369.366,13489.15137,3657.48999,60773.68863,667.8427322,708.0349299,9307.072832,13967.22549,4718.94193,6762.473049,0,742.371,8681.4,34755.7133,9423.771,39507.1267,434.1442494,537.7021725,13295.06574,19952.04985,6740.964029,9660.128954,0,1060.46997,12401.298,49648.20857,13461.76797,24614.63143,270.4904553,418.4219715
-13.08547548,22.67200547,Chavuma,Zambia,5917,North-Western,Chavuma,0.02,107,0,0,107,24,195,218,0.02,0,72.228,Zambezi,507.318,0,0,0.75,0,"maize, cassava, tropical_fruit, rice, temperate_fruit",33766,16129,360,95.56,Yes,0,0.111,159.96,7.168,7.172,159.959,107,23.219,0.217,3.354,64361.6,4.54,13.86,59.16,Construction license,"0,0,0,0","0,0,0,0",0,low,4.339482896,2041.193032,POINT (22.6720054667324 -13.085475484018),426,1,1.123417217,131,92,0,8,8,34,42,"[0.8746, 27898.98, 674.64, 141.37, 13288.99, 1656.0, 42046.75, 5.54, 5.34, 0.194, 0.991, 18.75, 20.43, 6843.76]",0.8746,27898.98,674.64,141.37,13288.99,1656,42046.75,5.54,5.34,0.194,0.991,18.75,20.43,6843.76,84,23704.8,6708,30412.8,5040,554,2484,8078,15916,82305.78,1211.069985,2320.670012,1349.040003,1962.982017,0,1756.051478,2715.183915,890.366402,1275.938311,0,3612.19789,5585.133312,1831.483689,2624.605106,0,290.79809,3406.392,13653.42,3697.19009,68652.36,746.2213044,786.4081532,9307.072832,14390.47475,4718.94193,6762.473049,0,749.261,8776.8,35178.96256,9526.061,47126.81744,512.2480157,615.792157,13295.06574,20556.65742,6740.964029,9660.128954,0,1070.31227,12537.576,50252.81614,13607.88827,32052.96386,348.4017811,496.3136101
-12.39276843,33.18280654,,Zambia,5892,Eastern,Lundazi,0.03,107,0,0,107,28,205,218,0.03,0,10.292,Lundazi,154.361,0,0,-0.49,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,5.233,0.834,2.448,11.721,154.206,2.448,107,23.219,0.217,2.317,52431.3,4.41,1.14,14.71,Construction license,"0,0,0,0","0,0,0,0",0,low,0.254219234,1976.469411,POINT (33.1828065403621 -12.3927684272869),427,1,1.007230131,135,95,0,8,8,35,44,"[0.8817, 28450.45, 712.43, 143.89, 13722.33, 1710.0, 43167.1, 5.74, 5.44, 0.297, 0.985, 19.1, 34.88, 6969.69]",0.8817,28450.45,712.43,143.89,13722.33,1710,43167.1,5.74,5.44,0.297,0.985,19.1,34.88,6969.69,58,16367.6,4634,21001.6,3480,574,2565,6619,16435,72506.05,1268.739984,2388.925013,1349.040003,1962.982017,0,1839.672977,2795.042265,890.366402,1275.938311,0,3784.207313,5749.401939,1831.483689,2624.605106,0,295.98173,3517.47,13989.69805,3813.45173,58516.35195,615.9615995,656.1031967,9750.266777,14813.724,4718.94193,6762.473049,0,762.617,9063,36045.40576,9825.617,36460.64424,383.7962551,487.2238025,13928.16411,21161.26499,6740.964029,9660.128954,0,1089.39119,12946.41,51490.52208,14035.80119,21015.52792,221.2160834,368.9613591
-12.13060873,32.51026326,,Zambia,9170,Eastern,Lumezi,0.02,107,0,0,107,35,225,218,0.02,0,76.817,Lundazi,127.451,0,0,-0.69,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,54.864,0.638,68.278,77.1,114.794,68.277,107,23.219,0.217,3.143,61935.1,4.37,1.71,56.12,Operational (no license),"0,0,0,0","0,0,0,0",0,low,2.546686039,1999.758166,POINT (32.5102632578608 -12.1306087333734),428,1,1.072429114,142,100,0,8,8,36,48,"[0.8888, 29197.41, 730.9, 147.62, 14444.55, 1800.0, 44662.77, 5.88, 5.58, 0.304, 0.986, 19.6, 33.69, 7153.28]",0.8888,29197.41,730.9,147.62,14444.55,1800,44662.77,5.88,5.58,0.304,0.986,19.6,33.69,7153.28,79,22293.8,6286,28579.8,4740,588,2700,8028,17300,83105.21,1384.079982,2457.180013,1349.040003,1962.982017,0,2006.915975,2874.900615,890.366402,1275.938311,0,4128.22616,5913.670566,1831.483689,2624.605106,0,303.65434,3702.6,14497.98552,4006.25434,68607.22448,686.0722448,726.1347882,10636.65467,15236.97326,4718.94193,6762.473049,0,782.386,9540,37355.04291,10322.386,45750.16709,457.5016709,560.7255309,15194.36084,21765.87256,6740.964029,9660.128954,0,1117.63102,13627.8,53361.32639,14745.43102,29743.88361,297.4388361,444.8931463
-9.33753342,31.26241966,Mwiluzi,Zambia,18843,Northern,Senga Hill,0.02,107,0,0,107,36,183,218,0.02,0,57.974,Mbala,66.229,0,0,-0.44,0,"maize, sugarcane, cassava, other_pulses, groundnut",237589,35369,813,0,No,1.272,2.403,2.473,48.72,0,0,107,23.219,0.217,3.01,60399.2,4.41,2.88,57.8,Reserved,"0,0,0,0","0,0,0,0",0,low,0.034441862,1976.119744,POINT (31.2624196575064 -9.337533420083499),429,1,1.000979545,143,101,0,9,9,37,46,"[0.8755, 30941.84, 775.66, 156.66, 14589.0, 1818.0, 46604.71, 6.24, 5.92, 0.323, 0.985, 20.76, 37.12, 7577.87]",0.8755,30941.84,775.66,156.66,14589,1818,46604.71,6.24,5.92,0.323,0.985,20.76,37.12,7577.87,75,21165,6020,27185,4500,624,2727,7851,17473,83450.84,1326.409983,2525.435014,1517.670003,2208.354769,0,1923.294476,2954.758966,1001.662202,1435.4306,0,3956.216736,6077.939193,2060.41915,2952.680744,0,322.24962,3739.626,15047.25582,4061.87562,68403.58418,677.2632097,717.4798,10193.46072,15660.22252,5308.809672,7607.78218,0,830.298,9635.4,38770.27509,10465.698,44680.56491,442.3818308,546.002603,14561.26248,22370.48013,7583.584533,10867.64507,0,1186.07286,13764.078,55382.97221,14950.15086,28067.86779,277.8996811,425.9209767
-15.12258401,22.26116923,,Zambia,21922,Western,Sikongo,0.03,189,1,1,187,63,442,385,0.03,0.099,48.659,Kalabo,374.981,0,0,-0.73,0,"cassava, maize, pearl_millet, small_millet, rice",42047,16194,271,0,No,10.096,0.922,41.35,98.947,21.532,10.987,189,42.329,0.224,4.274,94699.2,4.66,104.73,31.28,Reserved,"0,0,0,0","0,0,0,0",0,low,2.740617656,2081.954461,POINT (22.2611692343717 -15.1225840087008),430,1,1.077944633,252,177,0,15,15,64,83,"[0.8781, 52880.59, 1278.81, 267.98, 25566.86, 3186.0, 80011.1, 10.5, 10.13, 0.368, 0.992, 35.54, 32.93, 12971.67]",0.8781,52880.59,1278.81,267.98,25566.86,3186,80011.1,10.5,10.13,0.368,0.992,35.54,32.93,12971.67,107,30195.4,8548,38743.4,6420,1050,4779,12249,30621,134493.99,2393.30497,4368.320023,2529.450006,3680.591282,0,3470.292206,5110.934427,1669.437004,2392.384333,0,7138.391068,10513.19212,3434.031917,4921.134574,0,551.23486,6553.602,26006.74968,7104.83686,108487.2403,612.9222617,653.062583,18392.54869,27087.95247,8848.01612,12679.63697,0,1420.294,16885.8,67008.15424,18306.094,67485.83576,381.2759082,484.7001681,26273.58229,38694.88455,12639.30756,18112.74179,0,2028.87658,24121.206,95720.51619,26150.08258,38773.47381,219.0591741,366.7997536
-14.53553432,26.91809163,Kaindu,Zambia,7919,Central,Mumbwa,0.02,251,3,7,241,94,642,511,0.02,0,53.611,Mumbwa,159.313,1,2,0.22,3,"maize, cotton, soybean, groundnut, sunflower",200687,15736,420,100,Yes,0,0.605,0.043,19.913,25.416,0,251,60.147,0.24,6.669,137187.7,4.59,0,70.26,Operational,"0,0,0,0","0,0,0,0",0,low,1.850505807,2037.429932,POINT (26.9180916254668 -14.5355343211378),432,1,1.052629376,345,242,1,20,20,87,114,"[0.7768, 78853.46, 2197.91, 365.19, 34955.82, 4356.0, 116007.19, 18.82, 18.82, 0.0, 1.0, 58.25, 0.0, 21259.46]",0.7768,78853.46,2197.91,365.19,34955.82,4356,116007.19,18.82,18.82,0,1,58.25,0,21259.46,167,47127.4,13338,60465.4,10020,1882,6534,18436,41866,199620.86,3287.189958,5938.185032,3372.600007,4907.455043,3754.025,4766.42544,6947.676487,2225.916005,3189.845778,900.966,9804.53713,14291.37053,4578.709222,6561.512765,1853.287062,751.19583,8960.292,37089.41671,9711.48783,162531.4433,671.6175342,711.7476492,25262.05483,36822.68538,11797.35483,16906.18262,4775.1198,1935.507,23086.8,95563.39746,25022.307,104057.4625,429.9895146,533.3874774,36086.607,52600.85869,16852.41007,24150.32238,6821.213586,2764.85349,32979.276,136511.4117,35744.12949,63109.44827,260.7828441,408.4858585
-11.76295265,32.83995313,Manga Village,Zambia,6330,Muchinga,Chama,0.04,185,0,2,183,39,440,377,0.04,0,71.66,Lundazi,160.148,0,0,-0.78,0,"maize, cotton, groundnut, rice, sorghum",91725,25576,643,0,No,20.558,0,39.075,66.41,124.393,39.075,185,41.011,0.222,4.163,92456.3,4.3,0.66,39.34,Operational,"0,0,0,0","0,0,0,0",0,low,2.413513013,1967.422903,POINT (32.839953129709 -11.7629526477233),433,1,1.068641602,224,157,0,13,13,57,74,"[0.8851, 46561.72, 1166.03, 235.5, 22677.95, 2826.0, 70917.0, 9.39, 8.9, 0.486, 0.984, 31.25, 59.62, 11406.36]",0.8851,46561.72,1166.03,235.5,22677.95,2826,70917,9.39,8.9,0.486,0.984,31.25,59.62,11406.36,104,29348.8,8326,37674.8,6240,939,4239,11418,27161,122815.52,2133.789973,3890.535021,2192.190005,3189.845778,0,3093.995461,4551.925974,1446.845403,2073.399756,0,6364.348663,9363.311729,2976.160994,4264.983297,0,484.4235,5813.082,22968.80468,6297.5055,99846.71532,635.9663396,676.0778396,16398.17594,24125.20766,7668.280637,10989.0187,0,1248.15,14977.8,59180.68295,16225.95,63634.83705,405.3174334,508.6674334,23424.63963,34462.63155,10954.06655,15697.70955,0,1782.9705,21395.646,84539.04728,23178.6165,38276.47272,243.7991893,391.4336893
-13.23736911,23.53622971,Kakeki,Zambia,9820,North-Western,Zambezi,0.03,160,1,3,156,50,274,326,0.03,0,58.436,Zambezi,443.973,0,1,,1,"maize, cassava, tropical_fruit, groundnut, vegetables",38945,21928,393,0,No,4.99,0.408,133.888,57.889,50.88,133.888,160,36.902,0.231,3.621,80201.1,4.54,36.79,15.84,Construction license,"0,0,0,0","0,0,0,0",0,low,4.440508418,2028.10345,POINT (23.5362297083077 -13.2373691136169),434,1,1.126290436,210,147,0,12,12,53,70,"[0.8861, 43285.52, 1083.9, 218.91, 21233.49, 2646.0, 66006.33, 8.73, 8.27, 0.451, 0.987, 29.05, 44.63, 10604.0]",0.8861,43285.52,1083.9,218.91,21233.49,2646,66006.33,8.73,8.27,0.451,0.987,29.05,44.63,10604,91,25680.2,7242,32922.2,5460,873,3969,10302,25431,111940.72,2018.449974,3617.515019,2023.560004,2944.473026,0,2926.752463,4232.492573,1335.549603,1913.907467,0,6020.329816,8706.237222,2747.225533,3936.907659,0,450.29787,5442.822,21410.70023,5893.11987,90530.01977,615.8504746,655.9397254,15511.78805,22432.21064,7078.412896,10143.70957,0,1160.223,14023.8,55166.12116,15184.023,56774.59884,386.2217608,489.5144343,22158.4429,32044.20127,10111.44604,14490.19343,0,1657.36761,20032.866,78804.28364,21690.23361,33136.43636,225.4179344,372.970544
-13.60105522,24.17967928,Kabompo,Zambia,15166,North-Western,Kabompo,0.01,140,0,1,139,24,274,285,0.01,0,117.87,Zambezi,381.91,0,0,-0.03,0,"maize, cassava, groundnut, tropical_fruit, temperate_fruit",57247,21185,417,1.497,Yes,0,1.401,120.93,2.113,0.093,120.928,140,30.813,0.22,4.851,89522.9,4.58,0.04,20.3,Reserved,"0,0,0,0","0,0,0,0",0,low,2.106099845,2041.945608,POINT (24.1796792838767 -13.6010552216717),441,1,1.059898607,164,115,0,10,10,42,53,"[0.875, 34795.81, 841.64, 176.37, 16611.24, 2070.0, 52464.07, 6.91, 6.67, 0.242, 0.991, 23.38, 25.32, 8534.99]",0.875,34795.81,841.64,176.37,16611.24,2070,52464.07,6.91,6.67,0.242,0.991,23.38,25.32,8534.99,121,34146.2,9702,43848.2,7260,691,3105,11056,19895,109595.01,1528.254981,2866.710015,1686.300004,2453.727521,0,2215.969722,3354.050718,1112.958002,1594.922889,0,4558.249718,6899.282327,2289.354611,3280.756383,0,362.79309,4257.99,17027.64304,4620.78309,92567.36696,804.9336258,845.1143483,11744.63953,17776.46881,5898.677413,8453.091311,0,934.761,10971,43872.87706,11905.761,65722.13294,571.4968082,675.0251647,16777.10677,25393.51799,8426.205037,12075.16119,0,1335.29727,15671.97,62671.99098,17007.26727,46923.01902,408.0262523,555.915533
-14.07847984,29.24189895,,Zambia,24517,Central,Luano,0.04,399,5,18,376,80,720,812,0.04,0,62.715,Kapiri Mposhi,38.581,0,1,-0.33,2,"maize, soybean, wheat, tobacco, groundnut",394984,40704,946,0,No,1.804,0,12.956,17.531,15.216,12.956,399,98.792,0.248,8.722,196460.8,4.45,0,62.78,Operational (no license),"0,0,0,0","0,0,0,0",0,low,2.094934199,1972.864515,POINT (29.2418989458185 -14.0784798441162),442,1,1.05958105,479,336,4,27,27,120,158,"[0.6732, 131150.02, 3881.5, 508.6, 48533.7, 6048.0, 184149.86, 32.26, 31.46, 0.798, 0.995, 106.69, 68.76, 38940.7]",0.6732,131150.02,3881.5,508.6,48533.7,6048,184149.86,32.26,31.46,0.798,0.995,106.69,68.76,38940.7,218,61519.6,17444,78963.6,13080,3226,9072,25378,58128,293619.62,4555.929942,8190.600044,4553.01001,6625.064308,15016.1,6606.098416,9583.002052,3004.986607,4306.2918,3603.864,13588.74444,19712.23522,6181.25745,8858.042233,7413.148248,1046.1902,12440.736,55753.42759,13486.9262,237866.1924,707.9350964,748.0747578,35012.32161,50789.91087,15926.42902,22823.34654,19100.4792,2695.58,32054.4,143652.4872,34749.98,149967.1328,446.3307523,549.7533118,50014.77111,72552.90853,22750.7536,32602.93522,27284.85434,3850.6106,45789.408,205206.2228,49640.0186,88413.3972,263.1351107,410.8732613
